"","Ho2017s013","Ho2017s040","Ho2017s047","Ho2017s024","Ho2017s033","Ho2017s026","Ho2017s039","Ho2017s031","Ho2017s034","Ho2017s044","Ho2017s022","Ho2017s045","Ho2017s027","Ho2017s005","Ho2017s030","Ho2017s023","Ho2017s028","Ho2017s042","Ho2017s006","Ho2017s043","Ho2017s029","Ho2017s007","Ho2017s032","Ho2017s001","Ho2017s037","Ho2017s041","Ho2017s025","Ho2017s036","Ho2017s002","Ho2017s038","Ho2017s008","taxonomy"
"7271660cdc75cdf9cf900778b70727cb",0,0,3,2,7,0,0,4,0,2,0,2,0,0,4,0,0,2,0,0,1,0,5,4,0,5,0,0,13,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae; D_5__uncultured"
"7dc04d76e5a504e6307eda1c2be0f82c",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,29,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Leptospirae; D_3__Leptospirales; D_4__Leptospiraceae; D_5__RBG-16-49-21; D_6__uncultured spirochete"
"6eca148924937080b52d3ef8c834a808",0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Halomonadaceae; D_5__Halomonas; D_6__Pseudomonas sp. TN12"
"ca568f3bce1498564a27dcb09a8ed202",0,0,3,0,0,21,0,2,0,4,0,0,0,5,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,3,4,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales"
"4d15f784ede6d0876c3599435539ada0",0,6,2,0,2,98,22,5,12,1,163,13,0,106,2,132,0,7,202,2,0,40,2,0,0,7,22,0,2,1,273,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"30d68dd0c1466581f0292b2487a20b75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,51,0,1,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Gallionellaceae; D_5__Candidatus Nitrotoga"
"33d1774603e2dc6acb1bbcef15b5580c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,"D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia (Subgroup 4); D_3__Blastocatellales; D_4__Blastocatellaceae; D_5__Blastocatella"
"732ce4c58e0809d35168b48301648daa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria"
"271a8e3da6b75c1f33bea1eb93240e56",14,24,0,12,0,0,25,8,12,3,0,0,0,0,6,0,4,17,52,2,0,96,3,7,17,11,0,28,0,7,54,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"3e1dabb2e2160554650a00b2cbea9fd7",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria"
"8ae725eaa9698f3f95812f441fa5bfbc",8,0,15,0,1,0,0,2,0,10,0,3,0,0,0,0,0,0,0,4,0,0,2,3,0,0,0,0,6,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__NS9 marine group; D_5__uncultured soil bacterium; D_6__uncultured soil bacterium"
"c519e89d470d0203664df32594af1946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae; D_5__uncultured"
"fe2f65d4fdc4d584c1d3db0a353ef0e3",5,0,0,0,18,0,0,21,0,3,0,0,2,0,15,0,4,0,0,3,0,8,10,3,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Caldiserica; D_2__Caldisericia; D_3__Caldisericales; D_4__Caldisericaceae; D_5__Caldisericum; D_6__uncultured eubacterium WCHB1-03"
"53a168d937ca6d5163db48bf1b8e3822",0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Komeilibacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium"
"6e8006c19cf25412aa65def6f3c70122",2,6,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,10,3,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Kryptoniales; D_4__BSV26; D_5__uncultured soil bacterium; D_6__uncultured soil bacterium"
"9493dc2c7d3525d788193ae323493093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,3,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae"
"6b5f3abea9522779d753aeef5cbce776",0,3,0,0,13,0,0,2,0,0,0,0,0,0,15,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes vadinHA17"
"ff4b485259f1ca01cfc1024473ea37cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales"
"cf45708386e1d00e3bd3be3182ece668",0,0,0,0,3,0,2,8,0,0,0,0,0,0,12,0,0,1,0,0,0,0,8,1,0,3,0,0,1,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"6e1490c8cb88d588b7a229d47ef60e92",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__uncultured; D_4__uncultured Opitutae bacterium; D_5__uncultured Opitutae bacterium; D_6__uncultured Opitutae bacterium"
"d31bb4f5a153122ecb991cf944cb1dc7",0,0,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Rhodocyclaceae; D_5__Candidatus Accumulibacter"
"e9744cea07b31921e4f4e7c851b17ef3",4,0,0,2,0,9,0,0,9,0,0,4,0,13,2,0,3,0,1,0,0,7,1,5,3,5,4,0,2,0,13,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"4ce6d3207521c5a278ad205354bc7a4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Fibrobacteres; D_2__Fibrobacteria; D_3__Fibrobacterales; D_4__Fibrobacteraceae; D_5__uncultured; D_6__metagenome"
"51e91adbbf183397657b76ce4d6efc5b",2,0,3,3,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured; D_6__uncultured Anaerolineaceae bacterium"
"74299e78a120a06a89e13f124c616ede",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Paludibacteraceae; D_5__Paludibacter"
"3c124001f52a39538ecae74ec86a66d8",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured"
"72a58541924248f6863d0fd813f1b505",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6"
"62aa46d2d84e18a54fb1162221da9c6c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae"
"050b9d2653994b69fc5b9d92edffecfb",0,33,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,28,0,3,0,8,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Ferruginibacter"
"cd45685850652424546bef9f06364c8f",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Crocinitomicaceae; D_5__Fluviicola"
"50322d2a259a1741b72ffaf422c8b407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__RBG-13-54-9"
"878859f7c75fa5c50a3f6ff3ef612749",0,0,0,0,0,0,2,0,2,0,0,0,0,8,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Corynebacteriales; D_4__Mycobacteriaceae; D_5__Mycobacterium"
"7996388c5d945fdb1a545918e62179ea",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__Anaerolinea"
"96d2515262f012358bd53abcc3aeb58a",4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micavibrionales; D_4__uncultured"
"45825f0a17feacf840beb0bfc4b01474",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured"
"028d47e9351dbba62b18487c63bfc510",0,0,0,0,0,0,0,0,0,8,0,5,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae"
"323e71067b42d9ae1b378426f0a0298d",3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,9,2,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria"
"095a82b94e2af977f61cf02d7d3b5730",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Margulisbacteria; D_2__metagenome; D_3__metagenome; D_4__metagenome; D_5__metagenome; D_6__metagenome"
"b7fae608055177f778cd42e37ac0e47d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Microscillaceae; D_5__Flexibacter; Ambiguous_taxa"
"2804424c41edaf0079be702446a9b3e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Negativicutes; D_3__Selenomonadales; D_4__Veillonellaceae; D_5__Pectinatus; D_6__Pectinatus brassicae"
"d495afcf68a934958e7dc14b4835b271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia"
"df3a1381793abc09361db9ae9d063e3f",0,0,0,0,0,9,0,0,0,0,0,1,0,26,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae"
"ca1d9397fee2f3724fa039d858ac49dc",0,20,2,2,0,0,18,3,6,0,0,0,0,0,0,0,0,19,0,0,3,0,2,0,13,24,0,15,0,23,0,"D_0__Bacteria; D_1__Latescibacteria; D_2__uncultured Pelobacter sp.; D_3__uncultured Pelobacter sp.; D_4__uncultured Pelobacter sp.; D_5__uncultured Pelobacter sp.; D_6__uncultured Pelobacter sp."
"8e4b114bfd4b8bd7bff3ec4c7e3f52fc",0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,6,0,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Gimesiaceae; D_5__uncultured; D_6__uncultured bacterium"
"5099c057bd22de9b8f9e3a1c00f97d69",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides"
"43d7713399b7c0e8b86ac6e99604b29a",5,0,3,26,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__OLB14"
"1b5526c854c25434bac6ebdeb31d9cf1",0,0,0,0,8,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Archaea; D_1__Euryarchaeota; D_2__Methanomicrobia; D_3__Methanosarcinales; D_4__Methanosarcinaceae; D_5__Methanosarcina"
"b62dc4d5d8ad3fd7eb3cd5361596d768",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Verrucomicrobiaceae; D_5__uncultured; D_6__metagenome"
"5b19a6896747546994a0ba2bb59f1659",5,7,11,6,2,0,2,2,17,13,0,11,0,0,0,0,0,13,0,5,0,0,6,2,5,5,0,0,8,2,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__SC-I-84"
"11153f37fa2db704719482f107bfab10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Chthoniobacterales; D_4__Chthoniobacteraceae; D_5__Chthoniobacter; D_6__uncultured Xiphinematobacteriaceae bacterium"
"9be56fa8a4df10f05591fc22d822af96",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"D_0__Bacteria; D_1__Acidobacteria; D_2__Holophagae; D_3__Holophagales; D_4__Holophagaceae"
"dd5f2c4b699ce2745b742849d754db50",0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Methylacidiphilales; D_4__Methylacidiphilaceae; D_5__uncultured; D_6__candidate division WWE3 bacterium RIFCSPLOWO2_01_FULL_53_14"
"6ba29f2d31b8391bc754cf03817738ac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,3,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Hyphomonadaceae; D_5__SWB02"
"fd1e2857da33e879a3ceb7d287bce521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Haliangiaceae; D_5__Haliangium"
"3a6006594b0a3f54a46b78382252a3ad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micavibrionales; D_4__uncultured"
"f206d0c16ecf5fbb753f77d6f3c48434",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,4,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__SB-5"
"453636f4fdd57a457e27247a537abcd4",0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__uncultured"
"9c4c5bc9a1aba2e0854ef9bddfce9426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Nostocales; D_4__Cyanobacteriaceae; D_5__Geminocystis PCC-6308"
"5f572abaa8a98ae1152f1e354217e522",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae"
"1c9b3db15f21d78e9bb55fb7bf32f209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Epsilonbacteraeota; D_2__Campylobacteria; D_3__Campylobacterales; D_4__Thiovulaceae; D_5__Sulfuricurvum"
"acbd770b745d867696df1d9d0da76f35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Comamonas"
"cec00644711272e9ba3fd45e01759da8",0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Nomurabacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium"
"209c21a713e4e6c71d9914b1bfe6a6dd",0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"e02b85f0717aa2caca3efcd146276374",6,0,0,19,7,0,0,8,0,0,0,4,0,0,10,0,9,0,0,0,3,0,7,0,0,0,0,0,10,0,0,"D_0__Bacteria; D_1__Latescibacteria; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism"
"a2935576c931053ecb3b3a31bfd5cda7",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Ferruginibacter"
"2ef36db61143c23ffbc605a75e5acabd",0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0,2,0,0,5,2,0,"D_0__Bacteria; D_1__Latescibacteria"
"d5d6d0e08feb617397bdd24d5cf077bb",0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,4,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae"
"7b788a6c207c634b329d58e1e33f66b8",0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Fibrobacteres; D_2__Fibrobacteria; D_3__Fibrobacterales; D_4__Fibrobacteraceae; D_5__uncultured; D_6__metagenome"
"cf397f23cb15dc9a43085bf7c1c1d9d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria"
"4b724f7bfbe252d4fe5b51752fd21942",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Corynebacteriales; D_4__Nocardiaceae; D_5__Gordonia"
"8e5811a900916cd5228bdb172483b971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__Leptolinea; D_6__uncultured soil bacterium"
"5de3d53aaf72a4f1eab839fc8d15cfc7",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Phenylobacterium"
"bd30b7bb741a573185661d9789a06c4e",0,6,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,6,11,0,3,0,0,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales; D_4__uncultured"
"2d5625c5c0e606f9f5445774c14d01a1",0,3,0,2,2,0,0,0,4,2,0,0,0,0,0,0,2,3,0,0,8,0,0,0,7,3,0,0,1,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031; D_4__A4b"
"fb3c3dac7d04f703da020eefa3282f7a",0,33,0,0,4,0,13,3,6,0,0,0,0,0,0,0,0,32,0,0,11,0,9,3,2,20,0,0,31,6,0,"D_0__Archaea; D_1__Diapherotrites; D_2__Micrarchaeia"
"f900ef4f2e77eef0a4a47938568bd60b",0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales"
"ddfb37ce7449e1e9b8c00d2e3360e395",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae; D_5__ADurb.Bin063-1"
"15f4a673a996ee4dddfb6a594d42d175",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium"
"1f5cfe8564eca46358234075d4300a11",0,0,0,0,0,6,0,0,0,0,25,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,243,0,0,8,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfovibrionales; D_4__Desulfovibrionaceae; D_5__Desulfovibrio"
"048f0c6682075e050e30ba85aea8671c",0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__env.OPS 17"
"950f50979e4082d3e3a964417096ddef",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bacteriovoracaceae; D_5__uncultured; D_6__metagenome"
"91bb8959eff7413724448b57c1d11cd4",2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,2,3,0,0,3,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__uncultured; D_6__uncultured bacterium"
"a77dbba5c689e14105e37b15f36e8b74",3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Pla4 lineage"
"b3a8d269e882963f9b2b350d7b2d7f9a",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Dysgonomonadaceae; D_5__Dysgonomonas; D_6__uncultured bacterium"
"5cd68c1c8127c35f0ef74394b8c9585b",10,0,20,0,11,0,17,11,10,21,0,23,0,0,13,0,13,16,0,7,19,0,9,11,7,39,0,2,5,2,0,"D_0__Bacteria; D_1__Latescibacteria"
"54cedb767f1b43f81238b3a50247b545",0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,6,0,1,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__SAR324 clade(Marine group B)"
"a47c1667c2e7bf5bf2712b011fcc8c1c",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__NS11-12 marine group; D_5__metagenome; D_6__metagenome"
